RTA Fund Code,Fund Scheme code,Scheme Option Name,Direct or Regular,Option,SMF Fund code,SMF PRODUCT CLASS',SMF SUB PRODUCT CLASS,FUND NAME,SHORT FUND NAME,REMARKS,NFO open date,NFO close date,maturity date,Allotment date,ISIN,SEBI product class
9E,9EGP,SUNDARAM HYBRID FUND SR P REGULAR GROWTH,REGULAR,G,HYP,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES P - 1300 DAYS,Hybrid Series P,,2016/03/08,2016/03/22,2019/10/22,2016/03/31,INF903JA1062,
9E,9EHD,SUNDARAM HYBRID FUND SR P REGULAR HALF YLY DIV PAYOUT,REGULAR,D,HYP,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES P - 1300 DAYS,Hybrid Series P,,2016/03/08,2016/03/22,2019/10/22,2016/03/31,INF903JA1070,
9E,9EYD,SUNDARAM HYBRID FUND SR P REGULAR YLY DIV PAYOUT,REGULAR,D,HYP,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES P - 1300 DAYS,Hybrid Series P,,2016/03/08,2016/03/22,2019/10/22,2016/03/31,INF903JA1088,
9E,9EDG,SUNDARAM HYBRID FUND SR P DIRECT GROWTH,DIRECT,G,HYP,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES P - 1300 DAYS,Hybrid Series P,,2016/03/08,2016/03/22,2019/10/22,2016/03/31,INF903JA1096,
9E,9EDH,SUNDARAM HYBRID FUND SR P DIRECT HALF YLY DIV PAYOUT,DIRECT,D,HYP,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES P - 1300 DAYS,Hybrid Series P,,2016/03/08,2016/03/22,2019/10/22,2016/03/31,INF903JA1104,
9E,9EDY,SUNDARAM HYBRID FUND SR P DIRECT YRLY DIV PAYOUT,DIRECT,D,HYP,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES P - 1300 DAYS,Hybrid Series P,,2016/03/08,2016/03/22,2019/10/22,2016/03/31,INF903JA1112,
9F,9FGP,SUNDARAM HYBRID FUND SR U REGULAR GROWTH,REGULAR,G,HYU,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES U - 5 Years,Hybrid Series U,,2017/04/17,2017/04/28,2020/10/28,2017/04/28,INF903JA1AB1,Other Debt (C)
9F,9FHD,SUNDARAM HYBRID FUND SR U REGULAR HALF YLY DIV PAYOUT,REGULAR,D,HYU,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES U - 5 Years,Hybrid Series U,,2017/04/17,2017/04/28,2020/10/28,2017/04/28,INF903JA1AC9,Other Debt (C)
9F,9FYD,SUNDARAM HYBRID FUND SR U REGULAR YLY DIV PAYOUT,REGULAR,D,HYU,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES U - 5 Years,Hybrid Series U,,2017/04/17,2017/04/28,2020/10/28,2017/04/28,INF903JA1AD7,Other Debt (C)
9F,9FDG,SUNDARAM HYBRID FUND SR U DIRECT GROWTH,DIRECT,G,HYU,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES U - 5 Years,Hybrid Series U,,2017/04/17,2017/04/28,2020/10/28,2017/04/28,INF903JA1AE5,Other Debt (C)
9F,9FDH,SUNDARAM HYBRID FUND SR U DIRECT HALF YLY DIV PAYOUT,DIRECT,D,HYU,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES U - 5 Years,Hybrid Series U,,2017/04/17,2017/04/28,2020/10/28,2017/04/28,INF903JA1AF2,Other Debt (C)
9F,9FDY,SUNDARAM HYBRID FUND SR U DIRECT YRLY DIV PAYOUT,DIRECT,D,HYU,DEBT,DEBT_CE,SUNDARAM HYBRID FUND SERIES U - 5 Years,Hybrid Series U,,2017/04/17,2017/04/28,2020/10/28,2017/04/28,INF903JA1AG0,Other Debt (C)
6P,6PDP,SUNDARAM FIXED TERM PLAN IC REGULAR DIVIDEND PAYOUT,REGULAR,R,IC,DEBT,DEBT_CE,SUNDARAM FTP IC 1206 Days,FTP IC 1206 Days,,2018/01/05,2018/01/09,2021/04/29,2018/01/09,INF903JA1BW5,Fixed Term Plan
6P,6PGP,SUNDARAM FIXED TERM PLAN IC REGULAR GROWTH,REGULAR,G,IC,DEBT,DEBT_CE,SUNDARAM FTP IC 1206 Days,FTP IC 1206 Days,,2018/01/05,2018/01/09,2021/04/29,2018/01/09,INF903JA1BV7,Fixed Term Plan
6P,6PDG,SUNDARAM FIXED TERM PLAN IC DIRECT GROWTH,DIRECT,G,IC,DEBT,DEBT_CE,SUNDARAM FTP IC 1206 Days,FTP IC 1206 Days,,2018/01/05,2018/01/09,2021/04/29,2018/01/09,INF903JA1BX3,Fixed Term Plan
6P,6PD1,SUNDARAM FIXED TERM PLAN IC DIRECT DIVIDEND PAYOUT,DIRECT,R,IC,DEBT,DEBT_CE,SUNDARAM FTP IC 1206 Days,FTP IC 1206 Days,,2018/01/05,2018/01/09,2021/04/29,2018/01/09,INF903JA1BY1,Fixed Term Plan
6R,6RDP,SUNDARAM FIXED TERM PLAN IE REGULAR DIVIDEND,REGULAR,R,IE,DEBT,DEBT_CE,SUNDARAM FTP IE 1200 Days,FTP IE 1200 Days,,2018/01/30,2018/02/12,2021/05/31,2018/02/15,INF903JA1CE1,Fixed Term Plan
6R,6RGP,SUNDARAM FIXED TERM PLAN IE REGULAR GROWTH,REGULAR,G,IE,DEBT,DEBT_CE,SUNDARAM FTP IE 1200 Days,FTP IE 1200 Days,,2018/01/30,2018/02/12,2021/05/31,2018/02/15,INF903JA1CD3,Fixed Term Plan
6R,6RDG,SUNDARAM FIXED TERM PLAN IE DIRECT GROWTH,DIRECT,G,IE,DEBT,DEBT_CE,SUNDARAM FTP IE 1200 Days,FTP IE 1200 Days,,2018/01/30,2018/02/12,2021/05/31,2018/02/15,INF903JA1CF8,Fixed Term Plan
6R,6RD1,SUNDARAM FIXED TERM PLAN IE DIRECT DIVIDEND,DIRECT,R,IE,DEBT,DEBT_CE,SUNDARAM FTP IE 1200 Days,FTP IE 1200 Days,,2018/01/30,2018/02/12,2021/05/31,2018/02/15,INF903JA1CG6,Fixed Term Plan
6U,6UDP,SUNDARAM FIXED TERM PLAN IH REGULAR DIVIDEND,REGULAR,R,IH,DEBT,DEBT_CE,SUNDARAM FTP IH 138 Days,FTP IH 138 Days,,2018/05/08,2018/05/09,2018/09/24,2018/05/09,INF903JA1DG4,Fixed Term Plan
6U,6UGP,SUNDARAM FIXED TERM PLAN IH REGULAR GROWTH,REGULAR,G,IH,DEBT,DEBT_CE,SUNDARAM FTP IH 138 Days,FTP IH 138 Days,,2018/05/08,2018/05/09,2018/09/24,2018/05/09,INF903JA1DF6,Fixed Term Plan
6U,6UDG,SUNDARAM FIXED TERM PLAN IH DIRECT GROWTH,DIRECT,G,IH,DEBT,DEBT_CE,SUNDARAM FTP IH 138 Days,FTP IH 138 Days,,2018/05/08,2018/05/09,2018/09/24,2018/05/09,INF903JA1DH2,Fixed Term Plan
6U,6UD1,SUNDARAM FIXED TERM PLAN IH DIRECT DIVIDEND,DIRECT,R,IH,DEBT,DEBT_CE,SUNDARAM FTP IH 138 Days,FTP IH 138 Days,,2018/05/08,2018/05/09,2018/09/24,2018/05/09,INF903JA1DI0,Fixed Term Plan
6V,6VDP,SUNDARAM FIXED TERM PLAN II REGULAR DIVIDEND,REGULAR,R,II,DEBT,DEBT_CE,SUNDARAM FTP II 92 Days,FTP II 92 Days,,2018/05/22,2018/05/23,2018/08/23,2018/05/23,INF903JA1DK6,Fixed Term Plan
6V,6VGP,SUNDARAM FIXED TERM PLAN II REGULAR GROWTH,REGULAR,G,II,DEBT,DEBT_CE,SUNDARAM FTP II 92 Days,FTP II 92 Days,,2018/05/22,2018/05/23,2018/08/23,2018/05/23,INF903JA1DJ8,Fixed Term Plan
6V,6VDG,SUNDARAM FIXED TERM PLAN II DIRECT GROWTH,DIRECT,G,II,DEBT,DEBT_CE,SUNDARAM FTP II 92 Days,FTP II 92 Days,,2018/05/22,2018/05/23,2018/08/23,2018/05/23,INF903JA1DL4,Fixed Term Plan
6V,6VD1,SUNDARAM FIXED TERM PLAN II DIRECT DIVIDEND,DIRECT,R,II,DEBT,DEBT_CE,SUNDARAM FTP II 92 Days,FTP II 92 Days,,2018/05/22,2018/05/23,2018/08/23,2018/05/23,INF903JA1DM2,Fixed Term Plan
IIFLMS,IIFLMS,IIFL Multi Strategy,,,IIFLMS,AIF,AIF_ADV,Advisory - Iifl Multi Strategy,Advisory - IIFLMS,,,,2100?1?1?,,,AIF
6W,6WDP,SUNDARAM FIXED TERM PLAN IJ REGULAR DIVIDEND,REGULAR,R,IJ,DEBT,DEBT_CE,SUNDARAM FTP IJ 1099 Days,FTP IJ 1099 Days,,2018/06/19,2018/06/26,2021/06/29,2018/06/26,INF903JA1DW1,Fixed Term Plan
6W,6WGP,SUNDARAM FIXED TERM PLAN IJ REGULAR GROWTH,REGULAR,G,IJ,DEBT,DEBT_CE,SUNDARAM FTP IJ 1099 Days,FTP IJ 1099 Days,,2018/06/19,2018/06/26,2021/06/29,2018/06/26,INF903JA1DV3,Fixed Term Plan
6W,6WDG,SUNDARAM FIXED TERM PLAN IJ DIRECT GROWTH,DIRECT,G,IJ,DEBT,DEBT_CE,SUNDARAM FTP IJ 1099 Days,FTP IJ 1099 Days,,2018/06/19,2018/06/26,2021/06/29,2018/06/26,INF903JA1DX9,Fixed Term Plan
6W,6WD1,SUNDARAM FIXED TERM PLAN IJ DIRECT DIVIDEND,DIRECT,R,IJ,DEBT,DEBT_CE,SUNDARAM FTP IJ 1099 Days,FTP IJ 1099 Days,,2018/06/19,2018/06/26,2021/06/29,2018/06/26,INF903JA1DY7,Fixed Term Plan
6X,6XDP,SUNDARAM FIXED TERM PLAN IK REGULAR DIVIDEND,REGULAR,R,IK,DEBT,DEBT_CE,SUNDARAM FTP IK 1098 Days,FTP IK 1098 Days,,2018/07/06,2018/07/12,2021/07/14,2018/07/12,INF903JA1EI8,Fixed Term Plan
6X,6XGP,SUNDARAM FIXED TERM PLAN IK REGULAR GROWTH,REGULAR,G,IK,DEBT,DEBT_CE,SUNDARAM FTP IK 1098 Days,FTP IK 1098 Days,,2018/07/06,2018/07/12,2021/07/14,2018/07/12,INF903JA1EH0,Fixed Term Plan
6X,6XDG,SUNDARAM FIXED TERM PLAN IK DIRECT GROWTH,DIRECT,G,IK,DEBT,DEBT_CE,SUNDARAM FTP IK 1098 Days,FTP IK 1098 Days,,2018/07/06,2018/07/12,2021/07/14,2018/07/12,INF903JA1EJ6,Fixed Term Plan
6X,6XD1,SUNDARAM FIXED TERM PLAN IK DIRECT DIVIDEND,DIRECT,R,IK,DEBT,DEBT_CE,SUNDARAM FTP IK 1098 Days,FTP IK 1098 Days,,2018/07/06,2018/07/12,2021/07/14,2018/07/12,INF903JA1EK4,Fixed Term Plan
6Y,6YDP,SUNDARAM FIXED TERM PLAN IL REGULAR DIVIDEND,REGULAR,R,IL,DEBT,DEBT_CE,SUNDARAM FTP IL 1098 Days,FTP IL 1098 Days,,2018/08/14,2018/08/28,2021/08/30,2018/08/28,INF903JA1EQ1,Fixed Term Plan
6Y,6YGP,SUNDARAM FIXED TERM PLAN IL REGULAR GROWTH,REGULAR,G,IL,DEBT,DEBT_CE,SUNDARAM FTP IL 1098 Days,FTP IL 1098 Days,,2018/08/14,2018/08/28,2021/08/30,2018/08/28,INF903JA1EP3,Fixed Term Plan
6Y,6YDG,SUNDARAM FIXED TERM PLAN IL DIRECT GROWTH,DIRECT,G,IL,DEBT,DEBT_CE,SUNDARAM FTP IL 1098 Days,FTP IL 1098 Days,,2018/08/14,2018/08/28,2021/08/30,2018/08/28,INF903JA1ER9,Fixed Term Plan
6Y,6YD1,SUNDARAM FIXED TERM PLAN IL DIRECT DIVIDEND,DIRECT,R,IL,DEBT,DEBT_CE,SUNDARAM FTP IL 1098 Days,FTP IL 1098 Days,,2018/08/14,2018/08/28,2021/08/30,2018/08/28,INF903JA1ES7,Fixed Term Plan
6Z,6ZDP,SUNDARAM FIXED TERM PLAN IM REGULAR DIVIDEND,REGULAR,R,IM,DEBT,DEBT_CE,SUNDARAM FTP IM 1098 Days,FTP IM 1098 Days,,2018/10/01,2018/10/11,2021/10/13,2018/10/11,INF903JA1GE2,Fixed Term Plan
6Z,6ZGP,SUNDARAM FIXED TERM PLAN IM REGULAR GROWTH,REGULAR,G,IM,DEBT,DEBT_CE,SUNDARAM FTP IM 1098 Days,FTP IM 1098 Days,,2018/10/01,2018/10/11,2021/10/13,2018/10/11,INF903JA1GD4,Fixed Term Plan
6Z,6ZDG,SUNDARAM FIXED TERM PLAN IM DIRECT GROWTH,DIRECT,G,IM,DEBT,DEBT_CE,SUNDARAM FTP IM 1098 Days,FTP IM 1098 Days,,2018/10/01,2018/10/11,2021/10/13,2018/10/11,INF903JA1GF9,Fixed Term Plan
6Z,6ZD1,SUNDARAM FIXED TERM PLAN IM DIRECT DIVIDEND,DIRECT,R,IM,DEBT,DEBT_CE,SUNDARAM FTP IM 1098 Days,FTP IM 1098 Days,,2018/10/01,2018/10/11,2021/10/13,2018/10/11,INF903JA1GG7,Fixed Term Plan
IMM,IMM,IMM,,,IMM,SPM,SPM_ADV,ADVISORY - IMM,IMM,,,,2100?1?1?,,,SPM
CR,CRDP,SUNDARAM INCOME PLUS - DIVIDEND,REGULAR,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/10/30,1900/01/02,1900/01/02,2018/12/24,INF903J01EW3,Credit Risk Fund
CR,CRGP,SUNDARAM INCOME PLUS - APPRECIATION,REGULAR,G,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2002/06/24,1900/01/02,1900/01/02,2002/07/30,INF903J01EU7,Credit Risk Fund
CR,CRP1,SUNDARAM INCOME PLUS BONUS (PRINCIPAL UNITS),REGULAR,B,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/12/14,1900/01/02,1900/01/02,2013/09/30,INF903J01MA2,Credit Risk Fund
CR,CRB1,SUNDARAM INCOME PLUS BONUS (BONUS UNITS),REGULAR,B,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/12/14,1900/01/02,1900/01/02,2012/12/14,INF903J01MA2,Credit Risk Fund
CR,CRB2,SUNDARAM INCOME PLUS DIRECT PLAN BONUS(BONUS UNITS),DIRECT,B,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/12/31,1900/01/02,1900/01/02,2013/01/02,INF903J01RK0,Credit Risk Fund
CR,CRP2,SUNDARAM INCOME PLUS DIRECT PLAN BONUS(PRINCIPAL UNITS),DIRECT,B,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/12/31,1900/01/02,1900/01/02,2013/01/02,INF903J01RK0,Credit Risk Fund
CR,CRD1,SUNDARAM INCOME PLUS REGULAR DIRECT PLAN DIVIDEND,DIRECT,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/12/31,1900/01/02,1900/01/02,2015/02/25,INF903J01OD2,Credit Risk Fund
CR,CRDG,SUNDARAM INCOME PLUS REGULAR DIRECT PLAN GROWTH,DIRECT,G,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/12/31,1900/01/02,1900/01/02,2015/02/25,INF903J01OE0,Credit Risk Fund
CR,CRCP,SUNDARAM INCOME PLUS REGULAR DIVIDEND PAYOUT,REGULAR,D,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2012/10/30,1900/01/02,1900/01/02,2018/12/24,INF903J01EV5,Credit Risk Fund
CR,CRFD,SUNDARAM INCOME PLUS REGULAR FORTNIGHTLY DIVIDEND,REGULAR,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2018/02/12,INF903J018P8,Credit Risk Fund
CR,CRHD,SUNDARAM INCOME PLUS REGULAR HALF-YEARLY DIVIDEND,REGULAR,D,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2018/09/07,INF903J016P2,Credit Risk Fund
CR,CRMD,SUNDARAM INCOME PLUS REGULAR MONTHLY DIVIDEND,REGULAR,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2016/01/04,INF903J019P6,Credit Risk Fund
CR,CRQD,SUNDARAM INCOME PLUS REGULAR QUARTERLY DIVIDEND,REGULAR,D,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2016/01/06,INF903J015P4,Credit Risk Fund
CR,CRWD,SUNDARAM INCOME PLUS REGULAR WEEKLY DIVIDEND,REGULAR,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2015/10/29,INF903J017P0,Credit Risk Fund
CR,CRDF,SUNDARAM INCOME PLUS DIRECT FORTNIGHTLY DIVIDEND,DIRECT,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2017/04/07,INF903J016Q0,Credit Risk Fund
CR,CRDH,SUNDARAM INCOME PLUS DIRECT HALF-YEARLY DIVIDEND,DIRECT,D,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2015/06/01,INF903J014Q5,Credit Risk Fund
CR,CRDM,SUNDARAM INCOME PLUS DIRECT MONTHLY DIVIDEND,DIRECT,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2015/09/28,INF903J017Q8,Credit Risk Fund
CR,CRDQ,SUNDARAM INCOME PLUS DIRECT QUARTERLY DIVIDEND,DIRECT,D,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2016/12/29,INF903J013Q7,Credit Risk Fund
CR,CRDW,SUNDARAM INCOME PLUS DIRECT WEEKLY DIVIDEND,DIRECT,R,INCPLS,DEBT,DEBT_OE,SUNDARAM INCOME PLUS,Credit Risk,,2015/06/01,1900/01/02,1900/01/02,2016/05/31,INF903J015Q2,Credit Risk Fund
INDIA EQUITY,INDIA EQUITY,INDIA EQUITY,,,INDIA EQUITY,SPM,SPM,PM - INDIA EQUITY,India Equity (JI),,,,2100?1?1?,,,SPM
IL,ILDP,INDIA LEADERSHIP FUND REGULAR DIVIDEND,REGULAR,R,INDLED,EQUITY,EQUITY_OE,INDIA LEADERSHIP FUND,India Leadership,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01421,
IL,ILID,INDIA LEADERSHIP FUND INSTUTIONAL DIVIDEND,REGULAR,R,INDLED,EQUITY,EQUITY_OE,INDIA LEADERSHIP FUND,India Leadership,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01439,
IL,ILID,INDIA LEADERSHIP FUND INSTUTIONAL DIVIDEND PAYOUT,REGULAR,D,INDLED,EQUITY,EQUITY_OE,INDIA LEADERSHIP FUND,India Leadership,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01421,
IL,ILDP,INDIA LEADERSHIP FUND REGULAR DIVIDEND PAYOUT,REGULAR,D,INDLED,EQUITY,EQUITY_OE,INDIA LEADERSHIP FUND,India Leadership,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01397,
IL,ILGP,INDIA LEADERSHIP FUND REGULAR GROWTH,REGULAR,G,INDLED,EQUITY,EQUITY_OE,INDIA LEADERSHIP FUND,India Leadership,,2004/05/31,1900/01/02,1900/01/02,2004/07/02,INF903J01413,
IL,ILIG,INDIA LEADERSHIP FUND INSTUTIONAL GROWTH,REGULAR,G,INDLED,EQUITY,EQUITY_OE,INDIA LEADERSHIP FUND,India Leadership,,2008/04/15,1900/01/02,1900/01/02,2008/04/15,INF903J01447,
IA,IADP,SUNDARAM INFRASTRUCTURE ADVANTAGE FUND REGULAR DIVIDEND,REGULAR,R,INFRA,EQUITY,EQUITY_OE,SUNDARAM INFRASTRUCTURE ADVANTAGE,Infrastructure,,2018/07/30,1900/01/02,1900/01/02,2018/07/30,INF903J01F84,Sectoral/Thematic Funds
IA,IAD1,SUNDARAM INFRASTRUCTURE ADVANTAGE FUND DIRECT DIVIDEND,DIRECT,R,INFRA,EQUITY,EQUITY_OE,SUNDARAM INFRASTRUCTURE ADVANTAGE,Infrastructure,,2014/04/03,1900/01/02,1900/01/02,2014/04/04,INF903J01G18,Sectoral/Thematic Funds
IA,IAGP,SUNDARAM INFRASTRUCTURE ADVANTAGE FUND REGULAR - GROWTH,REGULAR,G,INFRA,EQUITY,EQUITY_OE,SUNDARAM INFRASTRUCTURE ADVANTAGE,Infrastructure,,2005/08/10,1900/01/02,1900/01/02,2005/09/29,INF903J01F68,Sectoral/Thematic Funds
IA,IADG,SUNDARAM INFRASTRUCTURE ADVANTAGE FUND DIRECT - GROWTH,DIRECT,G,INFRA,EQUITY,EQUITY_OE,SUNDARAM INFRASTRUCTURE ADVANTAGE,Infrastructure,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01F92,Sectoral/Thematic Funds
IA,IACP,SUNDARAM INFRASTRUCTURE ADVANTAGE FUND REGULAR DIV PAYOUT,REGULAR,D,INFRA,EQUITY,EQUITY_OE,SUNDARAM INFRASTRUCTURE ADVANTAGE,Infrastructure,,2018/07/30,1900/01/02,1900/01/02,2018/07/30,INF903J01F76,Sectoral/Thematic Funds
C1,C1DP,SUNDARAM FIXED INC INTERVAL FD HALF YRLY SR PLAN A REG  DP,REGULAR,D,INTHPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND -PLAN-A - 6 MONTHS,INTERVAL FUND -,,2013/09/16,2013/09/18,1900/01/02,2013/09/19,INF903J01WL8,Fixed Term Plan
C1,C1GP,SUNDARAM FIXED INC INTERVAL FD HALF YRLY SR PLAN A REG  GR,REGULAR,G,INTHPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND -PLAN-A - 6 MONTHS,INTERVAL FUND -,,2013/09/16,2013/09/18,1900/01/02,2013/09/19,INF903J01WK0,Fixed Term Plan
C1,C1DH,SUNDARAM FIXED INC INTERVAL FD HALF YRLY SR PLAN A DIRECT DP,DIRECT,D,INTHPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND -PLAN-A - 6 MONTHS,INTERVAL FUND -,,2013/09/16,2013/09/18,1900/01/02,2013/09/19,INF903J01WN4,Fixed Term Plan
C1,C1DG,SUNDARAM FIXED INC INTERVAL FD HALF YRLY SR PLAN A DIRECT GR,DIRECT,G,INTHPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND -PLAN-A - 6 MONTHS,INTERVAL FUND -,,2013/09/16,2013/09/18,1900/01/02,2013/09/19,INF903J01WM6,Fixed Term Plan
C7,C7DP,SUNDARAM INTERVAL FUND QLY-PLAN-A-RETAIL DIV,REGULAR,D,INTQPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-A,INT FND PLAN A,,2007/09/11,1900/01/02,1900/01/02,2007/09/11,INF903J01BT5,Fixed Term Plan
C7,C7GP,SUNDARAM INTERVAL FUND QLY-PLAN-A-RETAIL GR,REGULAR,G,INTQPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-A,INT FND PLAN A,,2007/09/11,1900/01/02,1900/01/02,2007/09/11,INF903J01BS7,Fixed Term Plan
C7,C7ID,SUNDARAM INTERVAL FUND QLY-PLAN-A-INST DIV,REGULAR,D,INTQPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-A,INT FND PLAN A,,2007/09/11,1900/01/02,1900/01/02,2007/09/11,INF903J01BV1,Fixed Term Plan
C7,C7IG,SUNDARAM INTERVAL FUND QLY-PLAN-A-INST GROWTH,REGULAR,G,INTQPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-A,INT FND PLAN A,,2007/09/11,1900/01/02,1900/01/02,2007/09/11,INF903J01BU3,Fixed Term Plan
C7,C7D1,SUNDARAM FIIF QUARTERLY SERIES PLAN A REG DIRECT PLAN DIV,DIRECT,D,INTQPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-A,INTERVAL FUND Q,,2012/12/31,1900/01/02,1900/01/02,2013/03/06,INF903J01PS7,Fixed Term Plan
C7,C7DG,SUNDARAM FIIF QUARTERLY SERIES PLAN A REGULAR DIRECT PLAN GR,DIRECT,G,INTQPA,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-A,INTERVAL FUND Q,,2012/12/31,1900/01/02,1900/01/02,2013/03/05,INF903J01PT5,Fixed Term Plan
C3,C3DP,SUNDARAM INTERVAL FUND QLY-PLAN-B-RETAIL DIV,REGULAR,D,INTQPB,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-B,INT FND PLAN B,,2007/09/25,1900/01/02,1900/01/02,2007/09/25,INF903J01BX7,Fixed Term Plan
C3,C3GP,SUNDARAM INTERVAL FUND QLY-PLAN-B-RETAIL GR,REGULAR,G,INTQPB,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-B,INT FND PLAN B,,2007/09/25,1900/01/02,1900/01/02,2007/09/25,INF903J01BW9,Fixed Term Plan
C3,C3ID,SUNDARAM INTERVAL FUND QLY-PLAN-B-INST DIV,REGULAR,D,INTQPB,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-B,INT FND PLAN B,,2007/09/25,1900/01/02,1900/01/02,2007/09/25,INF903J01BZ2,Fixed Term Plan
C3,C3IG,SUNDARAM INTERVAL FUND QLY-PLAN-B-INST GR,REGULAR,G,INTQPB,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-B,INT FND PLAN B,,2007/09/25,1900/01/02,1900/01/02,2007/09/25,INF903J01BY5,Fixed Term Plan
C3,C3D1,SUNDARAM FIIF QUARTERLY SERIES PLAN B REG DIRECT PLAN DIV,DIRECT,D,INTQPB,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-B,INTERVAL FUND Q,,2012/12/31,1900/01/02,1900/01/02,2013/09/16,INF903J01PU3,Fixed Term Plan
C3,C3DG,SUNDARAM FIIF QUARTERLY SERIES PLAN B REGULAR DIRECT PLAN GR,DIRECT,G,INTQPB,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-B,INTERVAL FUND Q,,2012/12/31,1900/01/02,1900/01/02,2013/03/18,INF903J01PV1,Fixed Term Plan
C4,C4DP,SUNDARAM INTERVAL FUND QLY-PLAN-C-RETAIL DIV,REGULAR,D,INTQPC,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-C,INT FND PLAN C,,2007/11/13,1900/01/02,1900/01/02,2007/11/13,INF903J01CB1,Fixed Term Plan
C4,C4GP,SUNDARAM INTERVAL FUND QLY-PLAN-C-RETAIL GROWTH,REGULAR,G,INTQPC,DEBT,DEBT_CE,SUNDARAM INTERVAL FUND QLY-PLAN-C,INT FND PLAN C,,2007/11/13,1900/01/02,1900/01/02,2007/11/13,INF903J01CA3,Fixed Term Plan
